Retention Time	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
6.19015312194824	0	0	36.4612274169922	36.6030044555664	31.9865474700928	31.1146793365479	54.0016670227051	44.4711303710938	5.58114576339722	5.30783414840698	10.6839303970337	0	5.25711870193481
6.20288372039795	0	0	22.7663536071777	17.2584743499756	83.0265502929688	55.9086685180664	35.3685874938965	61.3285064697266	22.1379280090332	31.1874752044678	0	0	0
6.21559858322144	0	0	0	13.984676361084	69.033073425293	60.8857650756836	31.4207382202148	66.1365432739258	0	15.7694072723389	0	0	0
6.22827959060669	14.2840623855591	0	6.4376916885376	29.4176788330078	0	4.43314456939697	21.2493724822998	55.6542701721191	19.533182144165	23.7206363677979	30.3575782775879	16.2984390258789	5.92504739761353
6.24088859558105	0	0	0	6.7105278968811	71.4235458374023	45.1320686340332	19.192720413208	62.897144317627	49.6249732971191	0	0	0	0
6.25362348556519	13.9953927993774	12.5083141326904	9.58755493164063	0	54.9461669921875	44.6387329101563	9.93500137329102	20.7046947479248	5.8269567489624	0	0	0	0
6.2659707069397	0	0	0	13.7933034896851	32.1404647827148	9.84961128234863	19.5574054718018	42.4209327697754	0	0	0	0	0
6.27827310562134	14.6423082351685	14.9775629043579	11.8629312515259	68.7332916259766	51.0624313354492	37.8537712097168	5.18207693099976	80.082763671875	5.81938457489014	32.3659896850586	0	6.30708265304565	7.95271778106689
6.29053497314453	0	0	0	0	0	0	13.4128303527832	57.3114128112793	17.5692672729492	18.0477409362793	0	0	0
6.30296277999878	0	9.61132621765137	0	23.9944400787354	64.2001571655273	45.2044410705566	64.089241027832	65.6508712768555	12.3509788513184	26.9828586578369	34.3557357788086	0	0
6.31527709960938	0	0	23.8304710388184	93.1145706176758	53.9893798828125	28.0658473968506	39.5752296447754	0	16.3693923950195	16.9828147888184	0	0	0
6.32742071151733	0	179.994705200195	122.813545227051	159.659439086914	119.024795532227	55.1115303039551	45.8502960205078	44.8204917907715	5.96016407012939	0	36.1798973083496	14.3056440353394	38.3473205566406
6.33954095840454	98.0068054199219	254.574447631836	352.842987060547	539.051879882813	226.817306518555	121.552169799805	49.9785461425781	276.807861328125	54.449089050293	59.2025909423828	8.73317813873291	14.263204574585	26.3142948150635
6.35164594650269	251.648574829102	413.784820556641	744.072387695313	1238.38684082031	444.347259521484	268.551971435547	115.410385131836	185.006286621094	53.2831497192383	137.452087402344	0	64.8876190185547	113.547164916992
6.36385583877563	279.659393310547	1356.41479492188	1564.18237304688	1767.40710449219	754.113830566406	597.078491210938	213.83430480957	803.965148925781	272.916625976563	123.109169006348	203.374374389648	178.656005859375	0
6.37609767913818	752.279479980469	1093.1162109375	2250.07275390625	2521.9794921875	1118.93896484375	761.161987304688	216.450286865234	757.270568847656	281.165618896484	343.983428955078	240.593811035156	170.618881225586	34.9726715087891
6.38851833343506	598.196228027344	1617.02783203125	2070.125	2635.66162109375	1270.197265625	826.815979003906	122.126861572266	1092.86413574219	389.897521972656	358.805633544922	302.788787841797	143.156768798828	59.7406616210938
6.40094614028931	526.067199707031	1465.46508789063	2407.62426757813	2894.70556640625	756.619018554688	850.285766601563	193.2880859375	1025.53137207031	208.187866210938	170.734558105469	151.090484619141	222.989562988281	55.7002792358398
6.41351366043091	613.903869628906	703.332397460938	1598.55627441406	2216.59057617188	741.919860839844	582.368835449219	257.357360839844	801.174499511719	209.308288574219	124.133071899414	227.286666870117	20.6543712615967	55.8730316162109
6.42613410949707	345.041015625	767.716186523438	1257.0517578125	1759.42395019531	624.160339355469	467.235595703125	155.767822265625	767.977172851563	233.109634399414	167.474319458008	183.838851928711	17.3188190460205	45.4755897521973
6.43862533569336	223.820770263672	417.931549072266	711.720031738281	1050.61706542969	458.071105957031	145.345779418945	29.8037376403809	377.201873779297	123.393447875977	90.0157470703125	75.1674652099609	40.9438095092773	59.5860481262207
6.45130062103271	278.108337402344	418.18896484375	772.681945800781	688.900085449219	482.590850830078	265.066345214844	51.8079414367676	220.272521972656	0	45.4604530334473	40.4872283935547	0	45.2615280151367
6.46393299102783	157.752334594727	137.88932800293	365.623779296875	487.453735351563	296.791534423828	135.087615966797	0	175.579345703125	72.5695266723633	37.9950485229492	69.7415008544922	37.8347053527832	5.51058053970337
6.47650861740112	46.1896705627441	222.045547485352	0	198.390930175781	224.170013427734	116.843063354492	38.2173309326172	108.051635742188	52.2055931091309	38.5746459960938	0	0	19.2465419769287
6.48912763595581	29.443639755249	99.2343139648438	231.953918457031	255.616668701172	121.750068664551	64.4152755737305	70.0818481445313	89.0035552978516	0	85.8793106079102	0	0	0
6.50049781799316	17.4220676422119	74.4823837280273	61.0662574768066	152.36442565918	68.8202514648438	20.3259906768799	0	85.9844284057617	12.8426694869995	39.5407943725586	28.7465381622314	0	0
6.51312255859375	18.6994895935059	0	74.2908477783203	63.7786827087402	66.144287109375	17.0647125244141	23.4578247070313	89.3038864135742	0	48.5319290161133	0	0	0
6.52562665939331	0	28.0992603302002	0	102.746215820313	39.398380279541	83.0230407714844	95.5496292114258	33.863525390625	0	19.0456295013428	25.3102378845215	30.0556869506836	8.5437126159668
6.53815746307373	10.435432434082	39.4747924804688	24.5248737335205	9.43288040161133	76.4620895385742	21.1406784057617	13.4340696334839	0	0	28.0449562072754	30.2472553253174	0	0
6.55062341690063	0	28.7812786102295	18.5760383605957	57.1414413452148	22.9287509918213	23.8563289642334	7.62755966186523	20.7852268218994	0	0	0	0	0
6.56311893463135	9.92688083648682	0	19.2011032104492	40.1628723144531	46.7335433959961	0	44.0395545959473	15.5879430770874	0	0	47.0935707092285	0	0
6.57554864883423	0	7.67953634262085	105.298774719238	91.973258972168	16.3934593200684	0	9.76600646972656	7.17562913894653	0	0	0	0	0
6.58801412582397	0	0	39.1220283508301	0	22.4248733520508	64.6271057128906	17.7461948394775	33.6743202209473	14.7102851867676	0	28.523063659668	0	10.8068037033081
6.60049104690552	12.4193115234375	5.06336832046509	0	15.6498327255249	67.8663482666016	23.3751602172852	10.3351707458496	74.4831695556641	0	0	0	0	0
6.61299562454224	12.2181549072266	0	39.6518478393555	68.9330062866211	38.1200332641602	0	48.3858909606934	78.5051956176758	0	34.7217483520508	0	0	0
6.62553310394287	4.29928636550903	21.0526142120361	8.40255641937256	15.9783897399902	36.8376083374023	36.8999214172363	9.51781940460205	0	0	0	0	0	0
6.6381139755249	0	0	16.5844230651855	41.4842109680176	0	10.7579288482666	28.303840637207	46.8395309448242	0	0	0	0	0
6.65067148208618	0	0	0	0	64.2213973999023	25.7988319396973	20.5934371948242	0	0	0	0	0	0
6.66320276260376	0	0	0	54.9876480102539	24.0047416687012	0	17.2331314086914	28.6562042236328	0	10.1638507843018	0	0	0
6.67571592330933	0	0	0	0	18.9781875610352	0	26.6732616424561	0	30.2666244506836	0	0	0	0
6.68828344345093	12.6765518188477	64.6212692260742	0	0	53.327579498291	0	0	0	15.1070652008057	12.37073802948	17.0850830078125	0	0
6.70071792602539	0	10.1567049026489	0	0	25.4302082061768	0	0	30.8941650390625	0	0	0	0	0
6.71319723129272	5.72284603118896	0	0	0	0	44.082088470459	10.7814407348633	77.2450714111328	0	0	0	0	0
6.72569561004639	0	18.5665016174316	16.7605571746826	0	20.2137050628662	0	0	26.7351379394531	56.5646858215332	0	18.7897243499756	0	0
6.73825311660767	0	0	0	27.5194301605225	14.8446769714355	0	0	0	0	0	38.4901733398438	0	0
6.75080060958862	0	10.4104423522949	0	16.2970714569092	60.306209564209	0	0	16.2189846038818	0	0	20.0274391174316	18.3762702941895	0
6.76336812973022	24.0312042236328	0	0	21.6001014709473	0	8.08301830291748	0	16.1478958129883	0	0	0	0	0
6.77582406997681	0	0	0	0	0	26.6134204864502	55.7473220825195	43.2452354431152	0	0	0	0	0
6.78834962844849	0	0	15.7953672409058	55.3718605041504	82.6478424072266	51.411247253418	0	0	0	0	13.4892616271973	0	0
6.80081176757813	47.5488052368164	0	0	0	56.806770324707	79.6940307617188	0	0	36.5949668884277	20.0228481292725	48.8327980041504	0	0
6.81333112716675	37.0309906005859	0	0	0	100.559944152832	49.7777214050293	0	23.2397804260254	0	0	74.218620300293	16.0402278900146	0
6.82588577270508	15.2604322433472	0	0	0	0	158.794204711914	0	0	0	0	0	0	15.2080755233765
6.83848524093628	44.5036201477051	0	0	18.6234378814697	16.7874946594238	44.7454147338867	0	0	0	34.5050888061523	24.7189331054688	0	0
